procedureID,State,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,GA,3513,15251.65,4581.85,3486.78
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,HI,160,20091.58,6923.22,5313.42
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,IA,917,12508.08,4515.57,3381.41
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,ID,165,10924.16,4592.10,3492.53
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,IL,6131,17951.01,5059.19,3890.71
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,IN,3683,13922.48,4555.29,3441.79
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,KS,955,16074.60,4565.25,3397.52
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,KY,4591,13106.80,4457.61,3451.89
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,LA,2247,15362.44,4546.00,3479.05
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,MA,3364,9973.62,5445.11,4408.17
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,MD,2642,6907.70,6510.86,5580.67
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,ME,572,10927.62,4943.60,3896.43
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,MI,4632,11996.79,5047.57,4056.72
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,MN,890,12849.78,5221.14,3899.41
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,MO,2763,14983.69,4581.14,3566.34
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,MS,2224,15953.80,4368.11,3375.57
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,MT,214,10137.87,4817.30,3694.87
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NC,3526,13082.47,4838.10,3760.86
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,ND,121,8998.03,4775.41,3641.22
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NE,557,18318.02,4791.07,3550.07
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NH,540,13558.41,4622.85,3628.28
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NJ,3957,39523.97,5369.58,4397.64
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NM,591,16458.17,5318.06,4413.88
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NV,908,30780.37,5104.73,4025.58
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY,6691,16875.04,6071.35,5054.40
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,OH,5786,13671.82,4555.10,3544.30
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,OK,2306,15522.18,4511.85,3563.42
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,OR,473,13832.06,5349.68,4152.42
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,PA,5479,21866.37,4840.42,3796.70
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,RI,482,16231.44,5698.24,4297.91
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,SC,1959,19209.12,4639.70,3540.07
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,SD,266,12869.50,5105.53,4092.02
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,TN,4154,14885.10,4315.61,3275.84
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,TX,7912,22286.80,4752.96,3711.84
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,UT,190,11632.06,4779.22,3641.56
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,VA,3009,14666.43,4562.31,3375.16
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,VT,183,10468.03,6015.20,5107.57
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,WA,1215,16428.19,5173.91,3999.28
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,WI,1122,13672.10,4793.66,3737.29
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,WV,2150,9690.63,4287.54,3339.94
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,WY,202,13780.52,6613.43,5338.26
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,AK,124,45957.84,15455.15,14600.43
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,AL,2919,36885.67,8513.70,7389.74
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,AR,1671,29414.55,8709.90,7820.68
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,AZ,1944,38709.85,10294.33,9221.61
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,CA,9395,69363.16,12526.13,11634.53
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,CO,1216,36330.69,9480.41,8379.49
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,CT,2064,31144.25,11565.00,10513.13
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,DC,223,41583.13,13414.82,12298.68
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,DE,686,24996.33,10356.55,9118.08
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,FL,7841,49415.32,9216.13,8248.68
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,GA,4087,32115.04,9201.37,8131.71
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,HI,273,35099.22,13171.89,11874.01
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,IA,1632,24662.71,8645.58,7699.20
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,ID,382,22016.88,9340.44,8155.76
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,IL,5998,39357.14,9931.54,8807.08
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,IN,3750,28360.65,9082.31,7994.11
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,KS,1283,34998.07,9228.66,7873.95
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,KY,3637,25972.83,9016.83,7916.49
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,LA,2031,38053.35,9138.07,7957.16
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,MA,3247,20721.43,11057.86,10010.37
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,MD,1844,14390.17,13541.60,12538.05
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,ME,712,23584.30,9888.44,8964.24
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,MI,4979,24265.00,10056.43,9108.77
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,MN,1653,26788.94,10299.40,9111.56
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,MO,3810,31408.45,8908.68,7954.27
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,MS,1887,33793.02,8894.18,7956.01
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,MT,401,20052.34,9430.73,8375.55
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,NC,5473,25400.96,9798.73,8821.76
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,ND,347,18303.91,9415.50,8449.44
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,NE,782,35851.47,9652.10,8374.19
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,NH,637,24809.76,9486.08,8473.37
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,NJ,3755,72363.23,10991.95,10083.52
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,NM,724,30746.44,10526.14,9455.23
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,NV,763,69284.64,10747.24,9163.99
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,NY,6613,37888.73,12462.95,11445.48
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,OH,6361,28920.86,9072.18,8028.34
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,OK,1923,33697.44,9208.29,8123.91
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,OR,797,27067.92,10252.82,9149.43
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,PA,5716,41009.66,9500.93,8480.03
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,RI,389,33361.79,11892.46,9729.88
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,SC,2555,41010.58,9685.89,8614.38
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,SD,412,27170.41,10131.10,9090.97
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,TN,4452,30653.80,8687.40,7655.04
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,TX,9924,45994.92,9601.77,8493.26
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,UT,540,22018.65,8979.30,7531.11
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,VA,3816,27802.69,9086.70,7920.00
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,VT,232,20837.69,12185.30,11195.56
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,WA,2024,32452.79,10257.23,9214.77
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,WI,1885,26898.05,9719.23,8590.64
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,WV,1424,21076.60,8883.99,7978.49
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,WY,163,33088.45,13186.12,11757.33
194 - SIMPLE PNEUMONIA & PLEURISY W CC,AK,327,23944.43,10787.16,9796.28
194 - SIMPLE PNEUMONIA & PLEURISY W CC,AL,4494,24067.65,5900.75,4795.94
194 - SIMPLE PNEUMONIA & PLEURISY W CC,AR,3051,19575.47,5982.58,4967.49
194 - SIMPLE PNEUMONIA & PLEURISY W CC,AZ,3119,27345.22,7236.51,6064.01
194 - SIMPLE PNEUMONIA & PLEURISY W CC,CA,13372,48279.54,8695.56,7614.41
194 - SIMPLE PNEUMONIA & PLEURISY W CC,CO,2081,25345.84,6669.03,5531.16
194 - SIMPLE PNEUMONIA & PLEURISY W CC,CT,2872,22204.75,8065.28,6944.43
194 - SIMPLE PNEUMONIA & PLEURISY W CC,DC,393,28863.52,9037.18,7833.41
194 - SIMPLE PNEUMONIA & PLEURISY W CC,DE,714,16741.64,7474.27,6117.76
194 - SIMPLE PNEUMONIA & PLEURISY W CC,FL,12168,33551.06,6348.36,5253.62
194 - SIMPLE PNEUMONIA & PLEURISY W CC,GA,5295,22100.39,6406.14,5277.26
194 - SIMPLE PNEUMONIA & PLEURISY W CC,HI,421,23385.00,9370.02,7829.08
194 - SIMPLE PNEUMONIA & PLEURISY W CC,IA,2283,16036.56,6065.51,5082.40
194 - SIMPLE PNEUMONIA & PLEURISY W CC,ID,606,16524.45,6482.67,5255.00
194 - SIMPLE PNEUMONIA & PLEURISY W CC,IL,10064,25720.82,6887.07,5709.94
194 - SIMPLE PNEUMONIA & PLEURISY W CC,IN,5614,19840.32,6288.50,5196.23
194 - SIMPLE PNEUMONIA & PLEURISY W CC,KS,2113,22370.26,6338.25,5237.96
194 - SIMPLE PNEUMONIA & PLEURISY W CC,KY,5000,17920.33,6262.34,5224.09
194 - SIMPLE PNEUMONIA & PLEURISY W CC,LA,3759,23755.25,6214.37,5176.47
194 - SIMPLE PNEUMONIA & PLEURISY W CC,MA,5878,14676.97,7664.70,6701.15
194 - SIMPLE PNEUMONIA & PLEURISY W CC,MD,5087,9726.54,9167.47,8148.77
194 - SIMPLE PNEUMONIA & PLEURISY W CC,ME,1220,15509.52,6811.72,5711.73
194 - SIMPLE PNEUMONIA & PLEURISY W CC,MI,6394,16423.46,7142.57,6011.38
194 - SIMPLE PNEUMONIA & PLEURISY W CC,MN,2914,16950.45,7101.71,6013.94
194 - SIMPLE PNEUMONIA & PLEURISY W CC,MO,5102,22452.91,6368.50,5308.77
194 - SIMPLE PNEUMONIA & PLEURISY W CC,MS,2891,22542.54,6080.64,5121.07
194 - SIMPLE PNEUMONIA & PLEURISY W CC,MT,610,13703.49,6557.73,5332.98
194 - SIMPLE PNEUMONIA & PLEURISY W CC,NC,5831,17472.68,6810.46,5771.37
194 - SIMPLE PNEUMONIA & PLEURISY W CC,ND,398,11948.45,6480.91,5515.90
194 - SIMPLE PNEUMONIA & PLEURISY W CC,NE,1536,23733.63,6553.64,5408.61
194 - SIMPLE PNEUMONIA & PLEURISY W CC,NH,992,17630.29,6656.20,5585.81
194 - SIMPLE PNEUMONIA & PLEURISY W CC,NJ,6281,51725.62,7544.14,6445.11
194 - SIMPLE PNEUMONIA & PLEURISY W CC,NM,1126,20677.90,7491.60,6356.89
194 - SIMPLE PNEUMONIA & PLEURISY W CC,NV,1171,42216.30,7410.61,5978.67
194 - SIMPLE PNEUMONIA & PLEURISY W CC,NY,11389,24533.25,8503.57,7417.02
194 - SIMPLE PNEUMONIA & PLEURISY W CC,OH,8369,18739.91,6274.53,5239.79
194 - SIMPLE PNEUMONIA & PLEURISY W CC,OK,3657,21489.66,6250.92,5206.44
194 - SIMPLE PNEUMONIA & PLEURISY W CC,OR,1282,18183.41,7293.08,6062.68
194 - SIMPLE PNEUMONIA & PLEURISY W CC,PA,8640,29522.66,6701.12,5629.30
194 - SIMPLE PNEUMONIA & PLEURISY W CC,RI,788,20567.17,7515.66,6438.53
194 - SIMPLE PNEUMONIA & PLEURISY W CC,SC,3146,28440.76,6536.10,5459.24
194 - SIMPLE PNEUMONIA & PLEURISY W CC,SD,809,19668.57,6802.77,5792.21
194 - SIMPLE PNEUMONIA & PLEURISY W CC,TN,6417,20701.05,5948.39,4902.43
194 - SIMPLE PNEUMONIA & PLEURISY W CC,TX,14509,30463.74,6589.83,5499.03
194 - SIMPLE PNEUMONIA & PLEURISY W CC,UT,901,15950.14,6570.00,5108.69
194 - SIMPLE PNEUMONIA & PLEURISY W CC,VA,5011,19303.10,6430.03,5171.20
194 - SIMPLE PNEUMONIA & PLEURISY W CC,VT,584,14331.60,8478.83,7335.71
194 - SIMPLE PNEUMONIA & PLEURISY W CC,WA,2952,21706.08,7154.44,6009.48
194 - SIMPLE PNEUMONIA & PLEURISY W CC,WI,3245,18126.82,6683.58,5514.40
194 - SIMPLE PNEUMONIA & PLEURISY W CC,WV,2409,14392.12,6029.22,5088.71
194 - SIMPLE PNEUMONIA & PLEURISY W CC,WY,377,19454.89,8761.04,7476.63
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,AK,142,18291.03,7768.83,6507.31
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,AL,2155,16263.50,4184.75,3005.09
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,AR,1585,14539.55,4167.61,3147.29
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,AZ,1340,18953.10,5139.98,3949.35
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,CA,5196,33617.27,5941.64,4860.38
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,CO,804,18006.52,4678.20,3611.86
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,CT,1053,16013.46,5693.02,4457.23
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,DC,167,17411.83,6071.29,4709.11
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,DE,281,12067.89,5137.95,4026.66
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,FL,5360,24018.02,4454.98,3308.29
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,GA,2256,16111.47,4499.44,3335.83
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,HI,190,15725.81,6324.41,4974.76
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,IA,1013,12177.38,4319.88,3262.00
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,ID,265,12048.29,4559.45,3361.69
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,IL,4154,17848.73,4909.97,3667.93
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,IN,2346,13801.05,4396.30,3288.10
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,KS,933,15858.60,4438.51,3359.95
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,KY,2310,13200.29,4396.20,3352.29
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,LA,1922,16406.71,4393.35,3361.29
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,MA,2367,10309.75,5316.90,4232.16
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,MD,1560,6472.63,6108.61,5067.49
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,ME,399,11939.45,4761.43,3620.74
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,MI,2560,11883.77,4959.92,3863.94
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,MN,1027,12384.57,4924.66,3839.67
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,MO,2229,15578.24,4442.73,3338.89
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,MS,1561,16575.22,4327.23,3216.86
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,MT,251,10288.52,4632.18,3551.44
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NC,2116,13376.31,4773.84,3657.60
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,ND,153,8809.10,4701.48,3716.12
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NE,596,16615.08,4712.12,3469.05
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NH,304,13227.80,4782.66,3523.75
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NJ,2240,37575.12,5345.20,4219.23
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NM,721,14598.05,5390.93,4304.74
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NV,556,31722.01,5216.38,3823.44
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NY,4705,17335.05,5971.36,4858.58
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,OH,3404,13534.40,4424.22,3347.77
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,OK,1674,15153.49,4425.23,3405.97
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,OR,539,13214.93,5013.04,3891.37
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,PA,3605,21024.93,4660.17,3579.83
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,RI,298,15047.45,5213.36,4065.77
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,SC,1482,19128.11,4573.69,3479.54
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,SD,325,13069.67,4902.39,3845.06
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,TN,2627,15074.58,4223.16,3126.35
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,TX,6720,21593.73,4646.07,3543.48
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,UT,443,11776.31,4564.42,3438.06
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,VA,2036,14237.78,4465.68,3275.49
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,VT,218,9851.48,6123.31,5007.45
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,WA,1097,15454.40,5037.75,3806.26
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,WI,1190,13531.77,4744.79,3587.78
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,WV,1028,9899.93,4257.51,3244.80
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,WY,200,14578.72,6349.39,4926.54
202 - BRONCHITIS & ASTHMA W CC/MCC,AK,27,25605.52,8644.74,6804.96
202 - BRONCHITIS & ASTHMA W CC/MCC,AL,1083,19059.88,5130.04,3756.60
202 - BRONCHITIS & ASTHMA W CC/MCC,AR,427,14382.36,5034.82,4040.45
202 - BRONCHITIS & ASTHMA W CC/MCC,AZ,632,24499.76,5857.99,4647.00
202 - BRONCHITIS & ASTHMA W CC/MCC,CA,2762,43608.10,7347.82,6252.94
202 - BRONCHITIS & ASTHMA W CC/MCC,CO,360,23999.53,5856.67,4366.20
202 - BRONCHITIS & ASTHMA W CC/MCC,CT,532,18991.20,7073.27,5842.95
202 - BRONCHITIS & ASTHMA W CC/MCC,DC,100,20835.26,7521.16,6554.64
202 - BRONCHITIS & ASTHMA W CC/MCC,DE,173,14787.93,6225.49,5094.72
202 - BRONCHITIS & ASTHMA W CC/MCC,FL,3162,28092.97,5429.68,4264.90
202 - BRONCHITIS & ASTHMA W CC/MCC,GA,1370,18743.83,5358.28,4207.49
202 - BRONCHITIS & ASTHMA W CC/MCC,HI,85,23728.35,8073.58,6819.93
202 - BRONCHITIS & ASTHMA W CC/MCC,IA,294,14516.54,5206.24,4054.82
202 - BRONCHITIS & ASTHMA W CC/MCC,ID,74,15495.14,5758.16,4825.14
202 - BRONCHITIS & ASTHMA W CC/MCC,IL,2032,22688.20,6286.12,4820.18
202 - BRONCHITIS & ASTHMA W CC/MCC,IN,861,15780.46,5588.45,4140.36
202 - BRONCHITIS & ASTHMA W CC/MCC,KS,307,19545.56,5130.13,4026.10
202 - BRONCHITIS & ASTHMA W CC/MCC,KY,721,15129.39,5307.53,4201.49
202 - BRONCHITIS & ASTHMA W CC/MCC,LA,850,20562.67,5413.39,4175.43
202 - BRONCHITIS & ASTHMA W CC/MCC,MA,1257,11833.75,6541.29,5552.02
202 - BRONCHITIS & ASTHMA W CC/MCC,MD,918,8456.30,7984.79,6841.67
202 - BRONCHITIS & ASTHMA W CC/MCC,ME,146,13060.09,5710.46,4726.78
202 - BRONCHITIS & ASTHMA W CC/MCC,MI,1500,15143.92,6059.79,5016.69
202 - BRONCHITIS & ASTHMA W CC/MCC,MN,439,17280.50,5897.33,4990.49
202 - BRONCHITIS & ASTHMA W CC/MCC,MO,835,17132.50,5310.07,4231.58
202 - BRONCHITIS & ASTHMA W CC/MCC,MS,836,18056.32,5100.57,4132.43
202 - BRONCHITIS & ASTHMA W CC/MCC,MT,71,11775.34,5437.93,4499.10
202 - BRONCHITIS & ASTHMA W CC/MCC,NC,1336,15069.00,5823.74,4705.72
202 - BRONCHITIS & ASTHMA W CC/MCC,ND,41,10768.07,5735.76,4271.00
202 - BRONCHITIS & ASTHMA W CC/MCC,NE,196,20148.46,5465.31,4334.79
202 - BRONCHITIS & ASTHMA W CC/MCC,NH,154,16844.62,5529.87,4660.96
202 - BRONCHITIS & ASTHMA W CC/MCC,NJ,1584,45024.95,6418.73,5337.79
202 - BRONCHITIS & ASTHMA W CC/MCC,NM,171,18291.49,6232.49,4990.54
202 - BRONCHITIS & ASTHMA W CC/MCC,NV,175,34080.27,5933.86,4520.73
202 - BRONCHITIS & ASTHMA W CC/MCC,NY,2661,21722.44,7866.74,6859.41
202 - BRONCHITIS & ASTHMA W CC/MCC,OH,1519,16588.04,5500.05,4350.78
202 - BRONCHITIS & ASTHMA W CC/MCC,OK,471,19491.25,5430.12,4165.73
202 - BRONCHITIS & ASTHMA W CC/MCC,OR,174,17401.44,6307.43,4987.25
202 - BRONCHITIS & ASTHMA W CC/MCC,PA,2284,27543.29,5807.75,4658.25
202 - BRONCHITIS & ASTHMA W CC/MCC,RI,143,19042.30,6769.58,5500.90
202 - BRONCHITIS & ASTHMA W CC/MCC,SC,672,22801.42,5512.68,4450.36
202 - BRONCHITIS & ASTHMA W CC/MCC,SD,89,17352.72,5870.18,4723.83
202 - BRONCHITIS & ASTHMA W CC/MCC,TN,1047,17131.92,5178.41,3947.88
202 - BRONCHITIS & ASTHMA W CC/MCC,TX,3273,26997.17,5667.39,4527.39
202 - BRONCHITIS & ASTHMA W CC/MCC,UT,109,12897.58,5392.72,4124.71
202 - BRONCHITIS & ASTHMA W CC/MCC,VA,1090,16736.29,5279.56,4161.34
202 - BRONCHITIS & ASTHMA W CC/MCC,VT,56,11087.09,7399.16,6273.46
202 - BRONCHITIS & ASTHMA W CC/MCC,WA,449,20451.64,6265.41,5046.15
202 - BRONCHITIS & ASTHMA W CC/MCC,WI,514,15399.88,5836.47,4621.50
202 - BRONCHITIS & ASTHMA W CC/MCC,WV,327,11998.50,5086.51,3928.04
202 - BRONCHITIS & ASTHMA W CC/MCC,WY,36,16618.28,7452.00,6266.61
203 - BRONCHITIS & ASTHMA W/O CC/MCC,AK,20,13262.55,6302.00,5399.60
203 - BRONCHITIS & ASTHMA W/O CC/MCC,AL,836,12935.86,3832.28,2416.83
203 - BRONCHITIS & ASTHMA W/O CC/MCC,AR,320,11016.61,3725.25,2537.22
203 - BRONCHITIS & ASTHMA W/O CC/MCC,AZ,421,17234.84,4373.57,3257.95
203 - BRONCHITIS & ASTHMA W/O CC/MCC,CA,1473,31749.64,5380.81,4195.94
203 - BRONCHITIS & ASTHMA W/O CC/MCC,CO,182,18609.53,4209.26,2856.83
203 - BRONCHITIS & ASTHMA W/O CC/MCC,CT,333,14637.47,5126.40,3878.13
203 - BRONCHITIS & ASTHMA W/O CC/MCC,DC,71,16771.54,5575.49,4591.04
203 - BRONCHITIS & ASTHMA W/O CC/MCC,DE,105,10047.77,4809.87,3282.40
203 - BRONCHITIS & ASTHMA W/O CC/MCC,FL,2325,20458.08,3909.59,2752.68
203 - BRONCHITIS & ASTHMA W/O CC/MCC,GA,837,14385.75,4049.18,2740.15
203 - BRONCHITIS & ASTHMA W/O CC/MCC,HI,50,16498.14,5719.44,3810.58
203 - BRONCHITIS & ASTHMA W/O CC/MCC,IA,200,10353.73,3665.85,2572.46
203 - BRONCHITIS & ASTHMA W/O CC/MCC,ID,34,11537.82,3781.44,2852.03
203 - BRONCHITIS & ASTHMA W/O CC/MCC,IL,1417,15906.83,4593.72,3236.54
203 - BRONCHITIS & ASTHMA W/O CC/MCC,IN,574,11649.60,3947.36,2710.59
203 - BRONCHITIS & ASTHMA W/O CC/MCC,KS,184,13695.12,3845.45,2505.63
203 - BRONCHITIS & ASTHMA W/O CC/MCC,KY,585,10410.35,3821.54,2613.41
203 - BRONCHITIS & ASTHMA W/O CC/MCC,LA,573,14151.87,3920.77,2706.54
203 - BRONCHITIS & ASTHMA W/O CC/MCC,MA,856,9091.28,5187.81,3615.45
203 - BRONCHITIS & ASTHMA W/O CC/MCC,MD,565,5969.83,5642.58,4535.36
203 - BRONCHITIS & ASTHMA W/O CC/MCC,ME,52,10465.54,4178.31,3078.96
203 - BRONCHITIS & ASTHMA W/O CC/MCC,MI,942,10844.49,4373.90,3250.23
203 - BRONCHITIS & ASTHMA W/O CC/MCC,MN,205,12462.44,4459.16,3186.15
203 - BRONCHITIS & ASTHMA W/O CC/MCC,MO,482,13786.05,3971.85,2748.85
203 - BRONCHITIS & ASTHMA W/O CC/MCC,MS,673,13842.50,3773.09,2610.35
